id,text_len,summary_len
train_6088,1302,244
train_6089,528,151
train_6090,658,133
train_6091,1061,180
train_6092,651,120
train_6093,530,143
train_6094,379,90
train_6095,514,83
train_6096,796,93
train_6097,726,166
train_6098,1154,236
train_6099,455,132
train_6100,773,190
train_6101,1272,290
train_6102,404,56
train_6103,512,95
train_6104,507,134
train_6105,629,176
train_6106,594,125
train_6107,421,82
train_6108,603,107
train_6109,1290,332
train_6110,1281,152
train_6111,1160,167
train_6112,1060,221
train_6113,558,131
train_6114,1040,142
train_6115,569,102
train_6116,810,148
train_6117,959,163
train_6118,1559,240
train_6119,1339,226
train_6120,1248,168
train_6121,1272,249
train_6122,605,101
train_6123,884,192
train_6124,269,95
train_6125,1115,179
train_6126,673,163
train_6127,479,121
train_6128,609,85
train_6129,740,119
train_6130,1021,171
train_6131,1559,173
train_6132,1208,281
train_6133,697,159
train_6134,1297,168
train_6135,535,109
train_6136,1046,229
train_6137,601,158
train_6138,645,131
train_6139,654,177
train_6140,598,96
train_6141,1621,331
train_6142,996,203
train_6143,794,171
train_6144,537,90
train_6145,747,137
train_6146,794,187
train_6147,673,118
train_6148,295,62
train_6149,537,92
train_6150,666,135
train_6151,259,53
train_6152,556,121
train_6153,886,162
train_6154,1288,211
train_6155,1185,178
train_6156,1538,269
train_6157,752,167
train_6158,1221,187
train_6159,1114,264
train_6160,329,75
train_6161,715,194
train_6162,915,167
train_6163,515,111
train_6164,631,106
train_6165,403,105
train_6166,425,91
train_6167,729,155
train_6168,1410,227
train_6169,714,185
train_6170,576,132
train_6171,741,152
train_6172,1405,290
train_6173,558,192
train_6174,2462,354
train_6175,1059,231
train_6176,907,192
train_6177,632,129
train_6178,4294,706
train_6179,877,163
train_6180,1606,338
train_6181,702,135
train_6182,269,115
train_6183,346,79
train_6184,470,87
train_6185,773,109
train_6186,586,112
train_6187,977,163
train_6188,697,158
train_6189,541,114
train_6190,533,78
train_6191,678,132
train_6192,493,78
train_6193,942,76
train_6194,318,75
train_6195,314,83
train_6196,1303,219
train_6197,488,124
train_6198,1334,175
train_6199,498,126
train_6200,1091,175
train_6201,576,100
train_6202,720,162
train_6203,1037,205
train_6204,1158,184
train_6205,375,71
train_6206,602,140
train_6207,201,57
train_6208,1233,211
train_6209,547,108
train_6210,1390,277
train_6211,1029,191
train_6212,844,220
train_6213,422,115
train_6214,605,122
train_6215,648,75
train_6216,1015,207
train_6217,403,80
train_6218,404,104
train_6219,688,98
train_6220,1069,178
train_6221,784,199
train_6222,1100,172
train_6223,831,109
train_6224,295,104
train_6225,600,95
train_6226,597,124
train_6227,549,88
train_6228,1252,188
train_6229,437,122
train_6230,456,79
train_6231,612,117
train_6232,993,103
train_6233,639,183
train_6234,425,102
train_6235,661,156
train_6236,731,177
train_6237,843,129
train_6238,250,83
train_6239,536,58
train_6240,587,124
train_6241,692,138
train_6242,1129,162
train_6243,629,92
train_6244,488,114
train_6245,542,115
train_6246,584,103
train_6247,439,79
train_6248,507,72
train_6249,1080,164
train_6250,1392,214
train_6251,786,104
train_6252,604,89
train_6253,886,125
train_6254,891,183
train_6255,278,123
train_6256,547,131
train_6257,658,119
train_6258,247,84
train_6259,1387,239
train_6260,1082,170
train_6261,671,175
train_6262,1104,175
train_6263,945,216
train_6264,1404,104
train_6265,271,71
train_6266,1891,217
train_6267,497,93
train_6268,793,145
train_6269,231,48
train_6270,1002,149
train_6271,485,104
train_6272,354,77
train_6273,1058,166
train_6274,1350,171
train_6275,444,65
train_6276,1464,216
train_6277,1099,271
train_6278,982,180
train_6279,1073,204
train_6280,894,104
train_6281,705,90
train_6282,532,153
train_6283,682,142
train_6284,1257,309
train_6285,1418,181
train_6286,781,169
train_6287,682,93
train_6288,268,122
train_6289,561,60
train_6290,562,94
train_6291,843,94
train_6292,441,64
train_6293,364,110
train_6294,396,94
train_6295,281,48
train_6296,547,110
train_6297,1267,188
train_6298,219,55
train_6299,632,109
train_6300,476,101
train_6301,306,90
train_6302,564,76
train_6303,408,136
train_6304,472,53
train_6305,399,91
train_6306,704,194
train_6307,489,121
train_6308,549,77
train_6309,1249,211
train_6310,907,153
train_6311,352,128
train_6312,558,89
train_6313,1510,317
train_6314,721,113
train_6315,254,57
train_6316,2909,177
train_6317,555,65
train_6318,246,111
train_6319,530,109
train_6320,715,143
train_6321,788,183
train_6322,515,45
train_6323,293,97
train_6324,496,99
train_6325,461,128
train_6326,826,71
train_6327,605,115
train_6328,586,149
train_6329,636,125
train_6330,579,112
train_6331,1423,231
train_6332,669,137
train_6333,597,152
train_6334,438,104
train_6335,553,99
train_6336,314,87
train_6337,504,92
train_6338,575,102
train_6339,1041,196
train_6340,1438,300
train_6341,1271,285
train_6342,867,164
train_6343,489,75
train_6344,1450,248
train_6345,385,131
train_6346,364,77
train_6347,554,114
train_6348,415,86
train_6349,462,81
train_6350,511,115
train_6351,377,88
train_6352,544,121
train_6353,330,82
train_6354,738,133
train_6355,419,108
train_6356,963,193
train_6357,476,98
train_6358,1229,237
train_6359,393,97
train_6360,846,134
train_6361,1314,206
train_6362,796,120
train_6363,251,71
train_6364,618,118
train_6365,490,80
train_6366,1102,185
train_6367,1126,256
train_6368,255,74
train_6369,902,191
train_6370,331,90
train_6371,353,64
train_6372,512,90
train_6373,1046,234
train_6374,1010,199
train_6375,304,110
train_6376,682,139
train_6377,499,102
train_6378,479,88
train_6379,912,176
train_6380,852,156
train_6381,599,111
train_6382,400,85
train_6383,544,133
train_6384,423,111
train_6385,1266,255
train_6386,921,182
train_6387,1832,372
train_6388,263,73
train_6389,563,111
train_6390,1029,202
train_6391,750,178
train_6392,573,115
train_6393,678,150
train_6394,622,111
train_6395,727,143
train_6396,305,69
train_6397,904,174
train_6398,267,74
train_6399,960,201
train_6400,854,174
train_6401,824,187
train_6402,704,158
train_6403,642,104
train_6404,628,111
train_6405,670,127
train_6406,979,197
train_6407,965,168
train_6408,472,87
train_6409,1520,284
train_6410,223,74
train_6411,221,65
train_6412,981,234
train_6413,473,70
train_6414,1436,279
train_6415,323,76
train_6416,898,191
train_6417,1260,262
train_6418,315,88
train_6419,502,123
train_6420,1010,188
train_6421,965,172
train_6422,1141,205
train_6423,512,107
train_6424,965,187
train_6425,813,230
train_6426,650,147
train_6427,664,126
train_6428,1109,218
train_6429,807,87
train_6430,468,75
train_6431,766,102
train_6432,470,134
train_6433,1950,152
train_6434,458,138
train_6435,535,112
train_6436,955,171
train_6437,1028,179
train_6438,462,103
train_6439,290,55
train_6440,628,116
train_6441,582,112
train_6442,864,118
train_6443,534,137
train_6444,808,186
train_6445,1030,152
train_6446,606,107
train_6447,645,129
train_6448,444,74
train_6449,297,86
train_6450,992,159
train_6451,1395,241
train_6452,1036,138
train_6453,1105,153
train_6454,1083,170
train_6455,498,90
train_6456,1384,171
train_6457,811,144
train_6458,608,121
train_6459,242,56
train_6460,541,105
train_6461,426,115
train_6462,1902,228
train_6463,1323,257
train_6464,656,207
train_6465,486,80
train_6466,862,145
train_6467,466,130
train_6468,362,89
train_6469,561,115
train_6470,387,67
train_6471,712,184
train_6472,900,181
train_6473,959,125
train_6474,901,180
train_6475,819,141
train_6476,847,180
train_6477,835,137
train_6478,449,87
train_6479,1127,238
train_6480,641,125
train_6481,579,154
train_6482,314,89
train_6483,815,140
train_6484,675,131
train_6485,1499,105
train_6486,483,94
train_6487,535,124
train_6488,1128,210
train_6489,563,117
train_6490,662,117
train_6491,858,177
train_6492,693,163
train_6493,458,80
train_6494,544,99
train_6495,754,147
train_6496,515,73
train_6497,1082,217
train_6498,997,235
train_6499,941,180
train_6500,688,159
train_6501,1073,196
train_6502,366,61
train_6503,683,134
train_6504,460,71
train_6505,482,81
train_6506,318,79
train_6507,307,92
train_6508,336,103
train_6509,559,101
train_6510,724,220
train_6511,543,115
train_6512,712,178
train_6513,273,78
train_6514,726,140
train_6515,1182,252
train_6516,1324,250
train_6517,1005,185
train_6518,574,114
train_6519,546,80
train_6520,635,110
train_6521,1127,166
train_6522,814,131
train_6523,945,135
train_6524,1410,298
train_6525,488,100
train_6526,670,99
train_6527,863,147
train_6528,796,106
train_6529,1192,180
train_6530,441,106
train_6531,1064,137
train_6532,963,146
train_6533,542,149
train_6534,557,145
train_6535,534,90
train_6536,838,106
train_6537,999,194
train_6538,451,103
train_6539,258,76
train_6540,764,195
train_6541,800,102
train_6542,569,125
train_6543,444,68
train_6544,392,73
train_6545,2805,298
train_6546,499,143
train_6547,530,78
train_6548,497,100
train_6549,303,132
train_6550,546,117
train_6551,338,89
train_6552,1911,192
train_6553,752,185
train_6554,614,95
train_6555,1525,250
train_6556,670,126
train_6557,662,167
train_6558,759,73
train_6559,720,203
train_6560,518,96
train_6561,420,113
train_6562,662,121
train_6563,277,64
train_6564,2795,368
train_6565,411,107
train_6566,541,75
train_6567,509,73
train_6568,742,184
train_6569,1533,267
train_6570,915,111
train_6571,570,93
train_6572,422,79
train_6573,542,112
train_6574,523,122
train_6575,243,55
train_6576,286,62
train_6577,470,108
train_6578,532,111
train_6579,608,167
train_6580,1365,247
train_6581,322,70
train_6582,796,151
train_6583,514,110
train_6584,774,166
train_6585,1619,307
train_6586,572,120
train_6587,736,242
train_6588,1686,380
train_6589,501,131
train_6590,735,111
train_6591,767,155
train_6592,1012,235
train_6593,486,97
train_6594,557,65
train_6595,1631,339
train_6596,1025,218
train_6597,278,82
train_6598,518,71
train_6599,656,150
train_6600,2547,389
train_6601,789,129
train_6602,239,89
train_6603,670,120
train_6604,233,68
train_6605,639,86
train_6606,221,61
train_6607,604,157
train_6608,522,122
train_6609,1210,280
train_6610,773,163
train_6611,644,135
train_6612,567,70
train_6613,919,164
train_6614,521,161
train_6615,1181,226
train_6616,1012,156
train_6617,492,152
train_6618,1000,189
train_6619,889,167
train_6620,712,124
train_6621,779,184
train_6622,772,138
train_6623,528,75
train_6624,492,53
train_6625,668,96
train_6626,1424,237
train_6627,501,100
train_6628,428,71
train_6629,532,66
train_6630,1011,122
train_6631,1079,208
train_6632,707,79
train_6633,357,63
train_6634,605,109
train_6635,1374,200
train_6636,258,52
train_6637,554,159
train_6638,425,82
train_6639,860,247
train_6640,583,114
train_6641,976,199
train_6642,967,170
train_6643,1206,151
train_6644,588,118
train_6645,1591,245
train_6646,717,147
train_6647,811,143
train_6648,879,130
train_6649,778,186
train_6650,749,117
train_6651,1260,203
train_6652,265,63
train_6653,604,101
train_6654,691,124
train_6655,608,130
train_6656,734,151
train_6657,888,128
train_6658,4415,556
train_6659,523,104
train_6660,1803,305
train_6661,895,110
train_6662,508,131
train_6663,842,133
train_6664,750,132
train_6665,547,64
train_6666,749,145
train_6667,905,123
train_6668,887,159
train_6669,1416,202
train_6670,814,181
train_6671,693,204
train_6672,1005,128
train_6673,698,140
train_6674,481,67
train_6675,694,173
train_6676,883,167
train_6677,561,118
train_6678,493,84
train_6679,747,87
train_6680,511,121
train_6681,430,100
train_6682,383,133
train_6683,270,91
train_6684,1111,211
train_6685,461,126
train_6686,1350,155
train_6687,912,175
train_6688,298,57
train_6689,475,88
train_6690,670,112
train_6691,590,110
train_6692,493,131
train_6693,675,111
train_6694,475,127
train_6695,916,243
train_6696,903,226
train_6697,246,50
train_6698,692,170
train_6699,409,102
train_6700,606,131
train_6701,536,104
train_6702,635,122
train_6703,3067,477
train_6704,1759,245
train_6705,1500,185
train_6706,867,192
train_6707,982,234
train_6708,275,84
train_6709,1585,323
train_6710,368,54
train_6711,1115,191
train_6712,491,140
train_6713,265,79
train_6714,814,184
train_6715,823,129
train_6716,959,221
train_6717,401,104
train_6718,652,154
train_6719,250,70
train_6720,1375,252
train_6721,501,77
train_6722,828,188
train_6723,470,103
train_6724,541,88
train_6725,468,111
train_6726,1403,212
train_6727,691,122
train_6728,371,82
train_6729,436,62
train_6730,501,103
train_6731,564,108
train_6732,219,78
train_6733,249,84
train_6734,774,114
train_6735,642,162
train_6736,238,74
train_6737,439,128
train_6738,519,99
train_6739,770,180
train_6740,1020,185
train_6741,969,180
train_6742,387,84
train_6743,662,138
train_6744,723,161
train_6745,879,201
train_6746,1216,211
train_6747,964,181
train_6748,246,60
train_6749,1053,176
train_6750,1754,261
train_6751,220,98
train_6752,287,70
train_6753,1303,257
train_6754,254,72
train_6755,598,122
train_6756,534,134
train_6757,503,95
train_6758,1379,166
train_6759,1449,282
train_6760,564,84
train_6761,468,79
train_6762,1007,105
train_6763,819,176
train_6764,755,174
train_6765,725,142
train_6766,768,151
train_6767,692,109
train_6768,737,125
train_6769,641,102
train_6770,631,102
train_6771,326,125
train_6772,272,66
train_6773,470,94
train_6774,1274,218
train_6775,545,111
train_6776,538,91
train_6777,331,92
train_6778,436,169
train_6779,671,97
train_6780,761,183
train_6781,1167,189
train_6782,336,115
train_6783,477,55
train_6784,1084,227
train_6785,870,158
train_6786,613,129
train_6787,3243,509
train_6788,454,79
train_6789,427,77
train_6790,505,70
train_6791,746,184
train_6792,232,56
train_6793,895,118
train_6794,668,162
train_6795,1246,212
train_6796,1204,234
train_6797,239,62
train_6798,221,89
train_6799,1437,230
train_6800,829,102
train_6801,1431,282
train_6802,848,215
train_6803,2558,336
train_6804,328,110
train_6805,534,147
train_6806,576,67
train_6807,752,73
train_6808,739,137
train_6809,847,164
train_6810,837,118
train_6811,808,141
train_6812,744,93
train_6813,604,161
train_6814,282,61
train_6815,318,79
train_6816,417,82
train_6817,337,62
train_6818,479,105
train_6819,572,90
train_6820,861,173
train_6821,815,163
train_6822,645,135
train_6823,1173,248
train_6824,321,56
train_6825,296,44
train_6826,236,44
train_6827,474,91
train_6828,712,142
train_6829,892,193
train_6830,602,123
train_6831,465,118
train_6832,805,179
train_6833,1264,213
train_6834,383,70
train_6835,370,61
train_6836,479,125
train_6837,301,57
train_6838,606,122
train_6839,646,132
train_6840,612,127
train_6841,326,76
train_6842,1046,201
train_6843,239,64
train_6844,1475,261
train_6845,997,198
train_6846,633,119
train_6847,945,186
train_6848,638,148
train_6849,600,113
train_6850,1155,243
train_6851,630,122
train_6852,490,66
train_6853,677,144
train_6854,934,199
train_6855,963,151
train_6856,784,139
train_6857,781,166
train_6858,648,140
train_6859,906,174
train_6860,961,185
train_6861,757,158
train_6862,501,119
train_6863,1075,133
train_6864,781,145
train_6865,557,104
train_6866,740,123
train_6867,370,74
train_6868,617,123
train_6869,1172,138
train_6870,1023,206
train_6871,861,186
train_6872,994,189
train_6873,528,80
train_6874,585,82
train_6875,424,49
train_6876,274,103
train_6877,310,69
train_6878,272,68
train_6879,342,89
train_6880,659,132
train_6881,909,157
train_6882,1066,201
train_6883,519,91
train_6884,1472,245
train_6885,364,97
train_6886,896,143
train_6887,1098,162
train_6888,903,136
train_6889,909,157
train_6890,1676,306
train_6891,303,59
train_6892,920,199
train_6893,552,73
train_6894,239,77
train_6895,302,79
train_6896,1438,274
train_6897,602,123
train_6898,418,97
train_6899,597,82
train_6900,238,83
train_6901,1010,223
train_6902,1989,374
train_6903,402,70
train_6904,298,77
train_6905,668,127
train_6906,672,148
train_6907,497,124
train_6908,682,113
train_6909,553,141
train_6910,1077,193
train_6911,442,94
train_6912,499,135
train_6913,646,175
train_6914,723,151
train_6915,1074,184
train_6916,1063,231
train_6917,330,95
train_6918,1442,245
train_6919,1277,249
train_6920,408,103
train_6921,840,195
train_6922,1157,191
train_6923,843,187
train_6924,782,195
train_6925,573,132
train_6926,347,77
train_6927,230,67
train_6928,596,115
train_6929,785,159
train_6930,531,139
train_6931,599,156
train_6932,940,190
train_6933,1661,279
train_6934,817,135
train_6935,448,84
train_6936,292,69
train_6937,822,174
train_6938,643,105
train_6939,2446,398
train_6940,684,164
train_6941,231,51
train_6942,476,97
train_6943,519,113
train_6944,352,89
train_6945,289,82
train_6946,287,72
train_6947,595,119
train_6948,1787,386
train_6949,575,128
train_6950,984,244
train_6951,1006,216
train_6952,520,112
train_6953,463,87
train_6954,565,144
train_6955,833,151
train_6956,548,96
train_6957,586,149
train_6958,1416,249
train_6959,922,192
train_6960,495,113
train_6961,270,80
train_6962,666,111
train_6963,886,178
train_6964,719,147
train_6965,240,56
train_6966,867,185
train_6967,328,74
train_6968,1218,233
train_6969,490,112
train_6970,827,172
train_6971,512,121
train_6972,241,59
train_6973,1309,265
train_6974,600,89
train_6975,546,84
train_6976,626,129
train_6977,564,111
train_6978,821,196
train_6979,863,189
train_6980,748,180
train_6981,1026,209
train_6982,591,123
train_6983,1058,178
train_6984,1219,262
train_6985,436,120
train_6986,752,128
train_6987,675,112
train_6988,835,149
train_6989,408,118
train_6990,633,118
train_6991,2004,329
train_6992,257,47
train_6993,684,162
train_6994,491,82
train_6995,838,186
train_6996,1037,169
train_6997,485,97
train_6998,912,170
train_6999,484,110
train_7000,450,121
train_7001,936,211
train_7002,1015,181
train_7003,410,92
train_7004,727,147
train_7005,666,146
train_7006,702,152
train_7007,1109,194
train_7008,512,89
train_7009,627,163
train_7010,421,79
train_7011,872,188
train_7012,487,172
train_7013,524,109
train_7014,1399,239
train_7015,937,210
train_7016,493,127
train_7017,1461,190
train_7018,1418,254
train_7019,341,68
train_7020,508,86
train_7021,291,108
train_7022,952,212
train_7023,811,109
train_7024,1094,209
train_7025,913,159
train_7026,263,74
train_7027,454,120
train_7028,1249,222
train_7029,465,94
train_7030,579,90
train_7031,929,169
train_7032,471,129
train_7033,806,150
train_7034,825,146
train_7035,701,95
train_7036,773,142
train_7037,1276,216
train_7038,579,100
train_7039,1327,196
train_7040,470,105
train_7041,1062,251
train_7042,267,98
train_7043,652,119
train_7044,676,132
train_7045,764,87
train_7046,742,79
train_7047,2283,303
train_7048,529,92
train_7049,321,77
train_7050,881,136
train_7051,729,191
train_7052,438,89
train_7053,461,102
train_7054,1081,258
train_7055,760,163
train_7056,633,121
train_7057,417,64
train_7058,844,157
train_7059,1536,206
train_7060,613,111
train_7061,591,118
train_7062,491,100
train_7063,570,131
train_7064,560,97
train_7065,244,66
train_7066,1023,150
train_7067,419,108
train_7068,1491,208
train_7069,1003,140
train_7070,643,144
train_7071,322,87
train_7072,298,79
train_7073,499,86
train_7074,554,95
train_7075,254,57
train_7076,688,149
train_7077,649,129
train_7078,780,202
train_7079,295,121
train_7080,619,157
train_7081,659,82
train_7082,476,123
train_7083,1994,187
train_7084,767,171
train_7085,780,139
train_7086,922,186
train_7087,551,150
train_7088,318,117
train_7089,939,161
train_7090,560,126
train_7091,393,116
train_7092,879,160
train_7093,570,163
train_7094,623,190
train_7095,534,137
train_7096,635,114
train_7097,938,185
train_7098,417,152
train_7099,763,129
train_7100,1061,233
train_7101,610,186
train_7102,760,130
train_7103,962,194
train_7104,590,152
train_7105,268,54
train_7106,544,148
train_7107,509,96
train_7108,539,88
train_7109,859,135
train_7110,270,82
train_7111,2745,506
train_7112,630,133
train_7113,1383,224
train_7114,1701,291
train_7115,577,82
train_7116,734,144
train_7117,1005,181
train_7118,953,151
train_7119,893,108
train_7120,504,124
train_7121,1609,144
train_7122,372,72
train_7123,617,91
train_7124,1095,232
train_7125,752,97
train_7126,507,108
train_7127,324,136
train_7128,523,66
train_7129,718,167
train_7130,619,118
train_7131,384,89
train_7132,629,108
train_7133,891,139
train_7134,528,96
train_7135,476,123
train_7136,943,159
train_7137,733,116
train_7138,439,92
train_7139,283,59
train_7140,513,68
train_7141,968,152
train_7142,583,192
train_7143,726,102
train_7144,537,92
train_7145,550,121
train_7146,1043,154
train_7147,1244,192
train_7148,835,158
train_7149,557,117
train_7150,529,102
train_7151,698,149
train_7152,1513,286
train_7153,358,62
train_7154,778,110
train_7155,379,52
train_7156,972,232
train_7157,240,31
train_7158,540,79
train_7159,531,107
train_7160,1050,209
train_7161,641,136
train_7162,782,149
train_7163,525,81
train_7164,417,80
train_7165,276,97
train_7166,574,127
train_7167,656,106
train_7168,464,103
train_7169,379,69
train_7170,607,105
train_7171,1172,195
train_7172,467,110
train_7173,721,126
train_7174,829,112
train_7175,728,147
train_7176,575,106
train_7177,567,98
train_7178,570,121
train_7179,541,99
train_7180,225,93
train_7181,673,125
train_7182,379,70
train_7183,222,65
train_7184,900,142
train_7185,276,68
train_7186,534,82
train_7187,1150,152
train_7188,725,105
train_7189,716,186
train_7190,907,178
train_7191,677,135
train_7192,518,150
train_7193,647,185
train_7194,792,173
train_7195,892,214
train_7196,754,124
train_7197,548,117
train_7198,293,53
train_7199,1006,161
train_7200,638,84
train_7201,1419,241
train_7202,591,66
train_7203,889,163
train_7204,719,114
train_7205,439,99
train_7206,430,105
train_7207,707,80
train_7208,445,131
train_7209,1021,208
train_7210,749,126
train_7211,359,83
train_7212,267,56
train_7213,659,185
train_7214,835,153
train_7215,333,62
train_7216,755,140
train_7217,311,41
train_7218,524,146
train_7219,364,138
train_7220,495,100
train_7221,366,74
train_7222,229,92
train_7223,1365,209
train_7224,1409,186
train_7225,510,78
train_7226,660,129
train_7227,705,107
train_7228,242,100
train_7229,1060,206
train_7230,846,143
train_7231,246,84
train_7232,693,179
train_7233,1262,230
train_7234,634,161
train_7235,749,121
train_7236,946,103
train_7237,433,126
train_7238,1191,179
train_7239,1240,228
train_7240,795,121
train_7241,565,117
train_7242,967,183
train_7243,359,134
train_7244,571,173
train_7245,674,106
train_7246,1215,152
train_7247,1303,240
train_7248,1233,226
train_7249,400,84
train_7250,693,135
train_7251,672,131
train_7252,884,165
train_7253,504,65
train_7254,845,141
train_7255,581,135
train_7256,456,51
train_7257,733,157
train_7258,365,78
train_7259,328,85
train_7260,1040,195
train_7261,525,115
train_7262,662,157
train_7263,362,60
train_7264,754,190
train_7265,515,105
train_7266,267,72
train_7267,288,60
train_7268,351,82
train_7269,424,57
train_7270,523,105
train_7271,562,82
train_7272,572,117
train_7273,479,96
train_7274,372,98
train_7275,271,62
train_7276,657,117
train_7277,807,121
train_7278,608,115
train_7279,441,111
train_7280,660,143
train_7281,538,95
train_7282,780,107
train_7283,885,172
train_7284,400,110
train_7285,240,51
train_7286,1289,264
train_7287,937,161
train_7288,615,96
train_7289,1032,210
train_7290,455,151
train_7291,541,121
train_7292,460,104
train_7293,891,157
train_7294,1256,213
train_7295,788,87
train_7296,359,88
train_7297,502,102
train_7298,731,126
train_7299,573,95
train_7300,1017,197
train_7301,823,168
train_7302,673,182
train_7303,1028,119
train_7304,1478,285
train_7305,410,108
train_7306,838,202
train_7307,1061,164
train_7308,251,84
train_7309,1071,178
train_7310,531,94
train_7311,769,111
train_7312,908,208
train_7313,406,68
train_7314,547,209
train_7315,542,127
train_7316,721,159
train_7317,336,77
train_7318,3028,303
train_7319,1179,164
train_7320,631,102
train_7321,270,98
train_7322,1159,159
train_7323,220,74
train_7324,918,143
train_7325,1368,192
train_7326,231,54
train_7327,972,131
train_7328,996,255
train_7329,807,102
train_7330,1054,180
train_7331,595,174
train_7332,701,152
train_7333,399,109
train_7334,1188,174
train_7335,448,53
train_7336,577,137
train_7337,588,93
train_7338,891,239
train_7339,1011,187
train_7340,688,110
train_7341,558,181
train_7342,680,133
train_7343,1049,186
train_7344,909,122
train_7345,288,57
train_7346,412,91
train_7347,497,60
train_7348,288,71
train_7349,348,69
train_7350,1247,224
train_7351,330,59
train_7352,689,120
train_7353,502,101
train_7354,240,39
train_7355,225,45
train_7356,1145,198
train_7357,1082,204
train_7358,693,102
train_7359,1134,191
train_7360,294,65
train_7361,1085,189
train_7362,1313,263
train_7363,601,105
train_7364,296,63
train_7365,232,42
train_7366,1139,238
train_7367,1629,286
train_7368,5178,729
train_7369,1404,227
train_7370,615,133
train_7371,222,73
train_7372,262,60
train_7373,858,147
train_7374,584,108
train_7375,401,69
train_7376,1576,309
train_7377,343,67
train_7378,1282,258
train_7379,278,57
train_7380,681,136
train_7381,592,151
train_7382,954,145
train_7383,797,167
train_7384,910,184
train_7385,1227,191
train_7386,515,120
train_7387,651,120
train_7388,774,142
train_7389,591,127
train_7390,646,112
train_7391,642,130
train_7392,1175,236
train_7393,699,116
train_7394,459,87
train_7395,1233,239
train_7396,1020,187
train_7397,983,200
train_7398,399,82
train_7399,964,170
train_7400,1032,215
train_7401,298,55
train_7402,1050,217
train_7403,488,84
train_7404,1152,217
train_7405,445,77
train_7406,512,105
train_7407,908,223
train_7408,406,91
train_7409,1316,250
train_7410,351,60
train_7411,496,104
train_7412,785,145
train_7413,905,144
train_7414,490,106
train_7415,1342,232
train_7416,898,151
train_7417,263,50
train_7418,1317,273
train_7419,785,157
train_7420,1230,209
train_7421,249,66
train_7422,244,53
train_7423,1325,257
train_7424,1208,272
train_7425,261,67
train_7426,381,101
train_7427,257,55
train_7428,913,147
train_7429,583,109
train_7430,537,104
train_7431,525,109
train_7432,701,144
train_7433,1037,204
train_7434,1097,194
train_7435,630,113
train_7436,1067,144
train_7437,676,169
train_7438,400,68
train_7439,729,164
train_7440,683,202
train_7441,611,197
train_7442,480,102
train_7443,238,39
train_7444,1606,310
train_7445,351,109
train_7446,393,92
train_7447,474,124
train_7448,1090,230
train_7449,633,140
train_7450,773,172
train_7451,932,224
train_7452,466,95
train_7453,437,76
train_7454,521,79
train_7455,602,104
train_7456,902,165
train_7457,318,64
train_7458,539,178
train_7459,645,160
train_7460,762,156
train_7461,555,134
train_7462,1565,274
train_7463,264,120
train_7464,254,88
train_7465,324,79
train_7466,1007,240
train_7467,683,177
train_7468,250,104
train_7469,468,130
train_7470,1114,197
train_7471,967,249
train_7472,624,114
train_7473,1147,193
train_7474,403,111
train_7475,544,102
train_7476,918,181
train_7477,877,180
train_7478,858,205
train_7479,704,117
train_7480,543,111
train_7481,725,108
train_7482,517,111
train_7483,570,146
train_7484,762,169
train_7485,1076,198
train_7486,580,100
train_7487,570,87
train_7488,871,156
train_7489,729,174
train_7490,609,125
train_7491,532,123
train_7492,1231,208
train_7493,1170,261
train_7494,624,89
train_7495,296,66
train_7496,644,105
train_7497,733,142
train_7498,754,188
train_7499,927,240
train_7500,543,113
train_7501,787,154
train_7502,1157,195
train_7503,574,110
train_7504,702,108
train_7505,880,149
train_7506,1222,198
train_7507,621,131
train_7508,553,87
train_7509,648,167
train_7510,556,118
train_7511,256,79
train_7512,555,155
train_7513,236,88
train_7514,731,72
train_7515,487,91
train_7516,521,81
train_7517,434,74
train_7518,485,84
train_7519,1311,225
train_7520,577,103
train_7521,484,95
train_7522,375,109
train_7523,648,127
train_7524,1051,261
train_7525,1027,139
train_7526,1164,237
train_7527,380,163
train_7528,257,89
train_7529,986,171
train_7530,301,59
train_7531,868,155
train_7532,788,124
train_7533,577,122
train_7534,835,203
train_7535,233,58
train_7536,654,125
train_7537,1151,310
train_7538,289,93
train_7539,821,169
train_7540,695,120
train_7541,1739,245
train_7542,1081,220
train_7543,1444,152
train_7544,834,230
train_7545,1309,223
train_7546,1586,277
train_7547,1369,230
train_7548,1232,238
train_7549,1956,299
train_7550,500,96
train_7551,1474,260
train_7552,1132,160
train_7553,796,100
train_7554,243,110
train_7555,1277,254
train_7556,470,107
train_7557,1241,273
train_7558,1206,265
train_7559,540,135
train_7560,2441,408
train_7561,507,132
train_7562,867,141
train_7563,772,133
train_7564,1186,261
train_7565,857,188
train_7566,1135,193
train_7567,1735,294
train_7568,225,63
train_7569,741,125
train_7570,979,196
train_7571,216,64
train_7572,284,79
train_7573,508,138
train_7574,525,145
train_7575,830,116
train_7576,399,75
train_7577,436,98
train_7578,1073,147
train_7579,959,105
train_7580,795,103
train_7581,1026,228
train_7582,507,92
train_7583,771,148
train_7584,803,123
train_7585,986,136
train_7586,286,86
train_7587,559,97
train_7588,1075,146
train_7589,718,115
train_7590,414,92
train_7591,408,110
train_7592,375,92
train_7593,286,107
train_7594,840,165
train_7595,1160,192
train_7596,369,94
train_7597,374,80
train_7598,601,132
train_7599,1820,300
train_7600,248,111
train_7601,418,82
train_7602,491,83
train_7603,596,129
train_7604,466,64
train_7605,552,115
train_7606,540,72
